Basic Parameters: 2024-09-21_19-16-17 model=svhn-defended-trades dataset=svhn n_ex=1000 eps=5.0 p=0.11 n_iter=20000
Clean accuracy: 93.85%
1: attack success rate=34.5%, average queries=1.1, median queries=1.0
477: attack success rate=99.4%, average queries=24.5, median queries=7.0
478: attack success rate=99.5%, average queries=25.0, median queries=7.0
479: attack success rate=99.5%, average queries=25.0, median queries=7.0
480: attack success rate=99.5%, average queries=25.0, median queries=7.0
481: attack success rate=99.5%, average queries=25.0, median queries=7.0
482: attack success rate=99.5%, average queries=25.0, median queries=7.0
483: attack success rate=99.5%, average queries=25.0, median queries=7.0
484: attack success rate=99.5%, average queries=25.0, median queries=7.0
485: attack success rate=99.5%, average queries=25.0, median queries=7.0
486: attack success rate=99.5%, average queries=25.0, median queries=7.0
487: attack success rate=99.5%, average queries=25.0, median queries=7.0
488: attack success rate=99.5%, average queries=25.0, median queries=7.0
489: attack success rate=99.5%, average queries=25.0, median queries=7.0
490: attack success rate=99.5%, average queries=25.0, median queries=7.0
491: attack success rate=99.5%, average queries=25.0, median queries=7.0
492: attack success rate=99.5%, average queries=25.0, median queries=7.0
493: attack success rate=99.5%, average queries=25.0, median queries=7.0
494: attack success rate=99.5%, average queries=25.0, median queries=7.0
495: attack success rate=99.5%, average queries=25.0, median queries=7.0
496: attack success rate=99.5%, average queries=25.0, median queries=7.0
497: attack success rate=99.5%, average queries=25.0, median queries=7.0
498: attack success rate=99.5%, average queries=25.0, median queries=7.0
499: attack success rate=99.5%, average queries=25.0, median queries=7.0
500: attack success rate=99.5%, average queries=25.0, median queries=7.0
501: attack success rate=99.5%, average queries=25.0, median queries=7.0
502: attack success rate=99.5%, average queries=25.0, median queries=7.0
503: attack success rate=99.5%, average queries=25.0, median queries=7.0
504: attack success rate=99.5%, average queries=25.0, median queries=7.0
505: attack success rate=99.5%, average queries=25.0, median queries=7.0
506: attack success rate=99.5%, average queries=25.0, median queries=7.0
507: attack success rate=99.5%, average queries=25.0, median queries=7.0
508: attack success rate=99.5%, average queries=25.0, median queries=7.0
509: attack success rate=99.5%, average queries=25.0, median queries=7.0
510: attack success rate=99.5%, average queries=25.0, median queries=7.0
511: attack success rate=99.5%, average queries=25.0, median queries=7.0
512: attack success rate=99.5%, average queries=25.0, median queries=7.0
513: attack success rate=99.5%, average queries=25.0, median queries=7.0
514: attack success rate=99.5%, average queries=25.0, median queries=7.0
515: attack success rate=99.6%, average queries=25.5, median queries=7.0
516: attack success rate=99.6%, average queries=25.5, median queries=7.0
517: attack success rate=99.7%, average queries=26.0, median queries=7.0
518: attack success rate=99.7%, average queries=26.0, median queries=7.0
519: attack success rate=99.7%, average queries=26.0, median queries=7.0
520: attack success rate=99.7%, average queries=26.0, median queries=7.0
521: attack success rate=99.7%, average queries=26.0, median queries=7.0
522: attack success rate=99.7%, average queries=26.0, median queries=7.0
523: attack success rate=99.7%, average queries=26.0, median queries=7.0
524: attack success rate=99.7%, average queries=26.0, median queries=7.0
525: attack success rate=99.7%, average queries=26.0, median queries=7.0
526: attack success rate=99.7%, average queries=26.0, median queries=7.0
527: attack success rate=99.7%, average queries=26.0, median queries=7.0
528: attack success rate=99.7%, average queries=26.0, median queries=7.0
529: attack success rate=99.7%, average queries=26.0, median queries=7.0
530: attack success rate=99.7%, average queries=26.0, median queries=7.0
531: attack success rate=99.7%, average queries=26.0, median queries=7.0
532: attack success rate=99.7%, average queries=26.0, median queries=7.0
533: attack success rate=99.7%, average queries=26.0, median queries=7.0
534: attack success rate=99.7%, average queries=26.0, median queries=7.0
535: attack success rate=99.7%, average queries=26.0, median queries=7.0
536: attack success rate=99.7%, average queries=26.0, median queries=7.0
537: attack success rate=99.7%, average queries=26.0, median queries=7.0
538: attack success rate=99.7%, average queries=26.0, median queries=7.0
539: attack success rate=99.7%, average queries=26.0, median queries=7.0
540: attack success rate=99.7%, average queries=26.0, median queries=7.0
541: attack success rate=99.7%, average queries=26.0, median queries=7.0
542: attack success rate=99.7%, average queries=26.0, median queries=7.0
543: attack success rate=99.7%, average queries=26.0, median queries=7.0
544: attack success rate=99.7%, average queries=26.0, median queries=7.0
545: attack success rate=99.7%, average queries=26.0, median queries=7.0
546: attack success rate=99.7%, average queries=26.0, median queries=7.0
547: attack success rate=99.7%, average queries=26.0, median queries=7.0
548: attack success rate=99.7%, average queries=26.0, median queries=7.0
549: attack success rate=99.7%, average queries=26.0, median queries=7.0
550: attack success rate=99.7%, average queries=26.0, median queries=7.0
551: attack success rate=99.7%, average queries=26.0, median queries=7.0
552: attack success rate=99.7%, average queries=26.0, median queries=7.0
553: attack success rate=99.7%, average queries=26.0, median queries=7.0
554: attack success rate=99.7%, average queries=26.0, median queries=7.0
555: attack success rate=99.7%, average queries=26.0, median queries=7.0
556: attack success rate=99.7%, average queries=26.0, median queries=7.0
557: attack success rate=99.7%, average queries=26.0, median queries=7.0
558: attack success rate=99.7%, average queries=26.0, median queries=7.0
559: attack success rate=99.7%, average queries=26.0, median queries=7.0
560: attack success rate=99.7%, average queries=26.0, median queries=7.0
561: attack success rate=99.7%, average queries=26.0, median queries=7.0
562: attack success rate=99.7%, average queries=26.0, median queries=7.0
563: attack success rate=99.7%, average queries=26.0, median queries=7.0
564: attack success rate=99.7%, average queries=26.0, median queries=7.0
565: attack success rate=99.7%, average queries=26.0, median queries=7.0
566: attack success rate=99.7%, average queries=26.0, median queries=7.0
567: attack success rate=99.7%, average queries=26.0, median queries=7.0
568: attack success rate=99.7%, average queries=26.0, median queries=7.0
569: attack success rate=99.7%, average queries=26.0, median queries=7.0
570: attack success rate=99.7%, average queries=26.0, median queries=7.0
571: attack success rate=99.7%, average queries=26.0, median queries=7.0
572: attack success rate=99.7%, average queries=26.0, median queries=7.0
573: attack success rate=99.7%, average queries=26.0, median queries=7.0
574: attack success rate=99.7%, average queries=26.0, median queries=7.0
575: attack success rate=99.7%, average queries=26.0, median queries=7.0
576: attack success rate=99.7%, average queries=26.0, median queries=7.0
577: attack success rate=99.7%, average queries=26.0, median queries=7.0
578: attack success rate=99.7%, average queries=26.0, median queries=7.0
579: attack success rate=99.7%, average queries=26.0, median queries=7.0
580: attack success rate=99.7%, average queries=26.0, median queries=7.0
581: attack success rate=99.7%, average queries=26.0, median queries=7.0
582: attack success rate=99.7%, average queries=26.0, median queries=7.0
583: attack success rate=99.7%, average queries=26.0, median queries=7.0
584: attack success rate=99.7%, average queries=26.0, median queries=7.0
585: attack success rate=99.7%, average queries=26.0, median queries=7.0
586: attack success rate=99.7%, average queries=26.0, median queries=7.0
587: attack success rate=99.7%, average queries=26.0, median queries=7.0
588: attack success rate=99.7%, average queries=26.0, median queries=7.0
589: attack success rate=99.7%, average queries=26.0, median queries=7.0
590: attack success rate=99.7%, average queries=26.0, median queries=7.0
591: attack success rate=99.7%, average queries=26.0, median queries=7.0
592: attack success rate=99.7%, average queries=26.0, median queries=7.0
593: attack success rate=99.7%, average queries=26.0, median queries=7.0
594: attack success rate=99.7%, average queries=26.0, median queries=7.0
595: attack success rate=99.7%, average queries=26.0, median queries=7.0
596: attack success rate=99.7%, average queries=26.0, median queries=7.0
597: attack success rate=99.7%, average queries=26.0, median queries=7.0
598: attack success rate=99.7%, average queries=26.0, median queries=7.0
599: attack success rate=99.7%, average queries=26.0, median queries=7.0
600: attack success rate=99.7%, average queries=26.0, median queries=7.0
601: attack success rate=99.7%, average queries=26.0, median queries=7.0
602: attack success rate=99.7%, average queries=26.0, median queries=7.0
603: attack success rate=99.7%, average queries=26.0, median queries=7.0
604: attack success rate=99.7%, average queries=26.0, median queries=7.0
605: attack success rate=99.7%, average queries=26.0, median queries=7.0
606: attack success rate=99.7%, average queries=26.0, median queries=7.0
607: attack success rate=99.7%, average queries=26.0, median queries=7.0
608: attack success rate=99.7%, average queries=26.0, median queries=7.0
609: attack success rate=99.7%, average queries=26.0, median queries=7.0
610: attack success rate=99.7%, average queries=26.0, median queries=7.0
611: attack success rate=99.7%, average queries=26.0, median queries=7.0
612: attack success rate=99.7%, average queries=26.0, median queries=7.0
613: attack success rate=99.7%, average queries=26.0, median queries=7.0
614: attack success rate=99.7%, average queries=26.0, median queries=7.0
615: attack success rate=99.7%, average queries=26.0, median queries=7.0
616: attack success rate=99.7%, average queries=26.0, median queries=7.0
617: attack success rate=99.7%, average queries=26.0, median queries=7.0
618: attack success rate=99.7%, average queries=26.0, median queries=7.0
619: attack success rate=99.7%, average queries=26.0, median queries=7.0
620: attack success rate=99.7%, average queries=26.0, median queries=7.0
621: attack success rate=99.7%, average queries=26.0, median queries=7.0
622: attack success rate=99.7%, average queries=26.0, median queries=7.0
623: attack success rate=99.7%, average queries=26.0, median queries=7.0
624: attack success rate=99.7%, average queries=26.0, median queries=7.0
625: attack success rate=99.7%, average queries=26.0, median queries=7.0
626: attack success rate=99.7%, average queries=26.0, median queries=7.0
627: attack success rate=99.7%, average queries=26.0, median queries=7.0
628: attack success rate=99.7%, average queries=26.0, median queries=7.0
629: attack success rate=99.7%, average queries=26.0, median queries=7.0
630: attack success rate=99.7%, average queries=26.0, median queries=7.0
631: attack success rate=99.7%, average queries=26.0, median queries=7.0
632: attack success rate=99.7%, average queries=26.0, median queries=7.0
633: attack success rate=99.7%, average queries=26.0, median queries=7.0
634: attack success rate=99.7%, average queries=26.0, median queries=7.0
635: attack success rate=99.7%, average queries=26.0, median queries=7.0
636: attack success rate=99.7%, average queries=26.0, median queries=7.0
637: attack success rate=99.7%, average queries=26.0, median queries=7.0
638: attack success rate=99.7%, average queries=26.0, median queries=7.0
639: attack success rate=99.7%, average queries=26.0, median queries=7.0
640: attack success rate=99.7%, average queries=26.0, median queries=7.0
641: attack success rate=99.7%, average queries=26.0, median queries=7.0
642: attack success rate=99.7%, average queries=26.0, median queries=7.0
643: attack success rate=99.7%, average queries=26.0, median queries=7.0
644: attack success rate=99.7%, average queries=26.0, median queries=7.0
645: attack success rate=99.7%, average queries=26.0, median queries=7.0
646: attack success rate=99.7%, average queries=26.0, median queries=7.0
647: attack success rate=99.7%, average queries=26.0, median queries=7.0
648: attack success rate=99.7%, average queries=26.0, median queries=7.0
649: attack success rate=99.7%, average queries=26.0, median queries=7.0
650: attack success rate=99.7%, average queries=26.0, median queries=7.0
651: attack success rate=99.7%, average queries=26.0, median queries=7.0
652: attack success rate=99.7%, average queries=26.0, median queries=7.0
653: attack success rate=99.8%, average queries=26.6, median queries=7.0
654: attack success rate=99.8%, average queries=26.6, median queries=7.0
655: attack success rate=99.8%, average queries=26.6, median queries=7.0
656: attack success rate=99.8%, average queries=26.6, median queries=7.0
657: attack success rate=99.8%, average queries=26.6, median queries=7.0
658: attack success rate=99.8%, average queries=26.6, median queries=7.0
659: attack success rate=99.8%, average queries=26.6, median queries=7.0
660: attack success rate=99.8%, average queries=26.6, median queries=7.0
661: attack success rate=99.8%, average queries=26.6, median queries=7.0
662: attack success rate=99.8%, average queries=26.6, median queries=7.0
663: attack success rate=99.8%, average queries=26.6, median queries=7.0
664: attack success rate=99.8%, average queries=26.6, median queries=7.0
665: attack success rate=99.8%, average queries=26.6, median queries=7.0
666: attack success rate=99.8%, average queries=26.6, median queries=7.0
667: attack success rate=99.8%, average queries=26.6, median queries=7.0
668: attack success rate=99.8%, average queries=26.6, median queries=7.0
669: attack success rate=99.8%, average queries=26.6, median queries=7.0
670: attack success rate=99.8%, average queries=26.6, median queries=7.0
671: attack success rate=99.8%, average queries=26.6, median queries=7.0
672: attack success rate=99.8%, average queries=26.6, median queries=7.0
673: attack success rate=99.8%, average queries=26.6, median queries=7.0
674: attack success rate=99.8%, average queries=26.6, median queries=7.0
675: attack success rate=99.8%, average queries=26.6, median queries=7.0
676: attack success rate=99.8%, average queries=26.6, median queries=7.0
677: attack success rate=99.8%, average queries=26.6, median queries=7.0
678: attack success rate=99.8%, average queries=26.6, median queries=7.0
679: attack success rate=99.8%, average queries=26.6, median queries=7.0
680: attack success rate=99.8%, average queries=26.6, median queries=7.0
681: attack success rate=99.8%, average queries=26.6, median queries=7.0
682: attack success rate=99.8%, average queries=26.6, median queries=7.0
683: attack success rate=99.8%, average queries=26.6, median queries=7.0
684: attack success rate=99.8%, average queries=26.6, median queries=7.0
685: attack success rate=99.8%, average queries=26.6, median queries=7.0
686: attack success rate=99.8%, average queries=26.6, median queries=7.0
687: attack success rate=99.8%, average queries=26.6, median queries=7.0
688: attack success rate=99.8%, average queries=26.6, median queries=7.0
689: attack success rate=99.8%, average queries=26.6, median queries=7.0
690: attack success rate=99.8%, average queries=26.6, median queries=7.0
691: attack success rate=99.8%, average queries=26.6, median queries=7.0
692: attack success rate=99.8%, average queries=26.6, median queries=7.0
693: attack success rate=99.8%, average queries=26.6, median queries=7.0
694: attack success rate=99.8%, average queries=26.6, median queries=7.0
695: attack success rate=99.8%, average queries=26.6, median queries=7.0
696: attack success rate=99.8%, average queries=26.6, median queries=7.0
697: attack success rate=99.8%, average queries=26.6, median queries=7.0
698: attack success rate=99.8%, average queries=26.6, median queries=7.0
699: attack success rate=99.8%, average queries=26.6, median queries=7.0
700: attack success rate=99.8%, average queries=26.6, median queries=7.0
701: attack success rate=99.8%, average queries=26.6, median queries=7.0
702: attack success rate=99.8%, average queries=26.6, median queries=7.0
703: attack success rate=99.8%, average queries=26.6, median queries=7.0
704: attack success rate=99.8%, average queries=26.6, median queries=7.0
705: attack success rate=99.8%, average queries=26.6, median queries=7.0
706: attack success rate=99.8%, average queries=26.6, median queries=7.0
707: attack success rate=99.8%, average queries=26.6, median queries=7.0
708: attack success rate=99.8%, average queries=26.6, median queries=7.0
709: attack success rate=99.8%, average queries=26.6, median queries=7.0
710: attack success rate=99.8%, average queries=26.6, median queries=7.0
711: attack success rate=99.8%, average queries=26.6, median queries=7.0
712: attack success rate=99.8%, average queries=26.6, median queries=7.0
713: attack success rate=99.8%, average queries=26.6, median queries=7.0
714: attack success rate=99.8%, average queries=26.6, median queries=7.0
715: attack success rate=99.8%, average queries=26.6, median queries=7.0
716: attack success rate=99.8%, average queries=26.6, median queries=7.0
717: attack success rate=99.8%, average queries=26.6, median queries=7.0
718: attack success rate=99.8%, average queries=26.6, median queries=7.0
719: attack success rate=99.8%, average queries=26.6, median queries=7.0
720: attack success rate=99.8%, average queries=26.6, median queries=7.0
721: attack success rate=99.8%, average queries=26.6, median queries=7.0
722: attack success rate=99.8%, average queries=26.6, median queries=7.0
723: attack success rate=99.8%, average queries=26.6, median queries=7.0
724: attack success rate=99.8%, average queries=26.6, median queries=7.0
725: attack success rate=99.8%, average queries=26.6, median queries=7.0
726: attack success rate=99.8%, average queries=26.6, median queries=7.0
727: attack success rate=99.8%, average queries=26.6, median queries=7.0
728: attack success rate=99.8%, average queries=26.6, median queries=7.0
729: attack success rate=99.8%, average queries=26.6, median queries=7.0
730: attack success rate=99.8%, average queries=26.6, median queries=7.0
731: attack success rate=99.8%, average queries=26.6, median queries=7.0
732: attack success rate=99.8%, average queries=26.6, median queries=7.0
733: attack success rate=99.8%, average queries=26.6, median queries=7.0
734: attack success rate=99.8%, average queries=26.6, median queries=7.0
735: attack success rate=99.8%, average queries=26.6, median queries=7.0
736: attack success rate=99.8%, average queries=26.6, median queries=7.0
737: attack success rate=99.8%, average queries=26.6, median queries=7.0
738: attack success rate=99.8%, average queries=26.6, median queries=7.0
739: attack success rate=99.8%, average queries=26.6, median queries=7.0
740: attack success rate=99.8%, average queries=26.6, median queries=7.0
741: attack success rate=99.8%, average queries=26.6, median queries=7.0
742: attack success rate=99.8%, average queries=26.6, median queries=7.0
743: attack success rate=99.8%, average queries=26.6, median queries=7.0
744: attack success rate=99.8%, average queries=26.6, median queries=7.0
745: attack success rate=99.8%, average queries=26.6, median queries=7.0
746: attack success rate=99.8%, average queries=26.6, median queries=7.0
747: attack success rate=99.8%, average queries=26.6, median queries=7.0
748: attack success rate=99.8%, average queries=26.6, median queries=7.0
749: attack success rate=99.8%, average queries=26.6, median queries=7.0
750: attack success rate=99.8%, average queries=26.6, median queries=7.0
751: attack success rate=99.8%, average queries=26.6, median queries=7.0
752: attack success rate=99.8%, average queries=26.6, median queries=7.0
753: attack success rate=99.8%, average queries=26.6, median queries=7.0
754: attack success rate=99.8%, average queries=26.6, median queries=7.0
755: attack success rate=99.8%, average queries=26.6, median queries=7.0
756: attack success rate=99.8%, average queries=26.6, median queries=7.0
757: attack success rate=99.8%, average queries=26.6, median queries=7.0
758: attack success rate=99.8%, average queries=26.6, median queries=7.0
759: attack success rate=99.8%, average queries=26.6, median queries=7.0
760: attack success rate=99.8%, average queries=26.6, median queries=7.0
761: attack success rate=99.8%, average queries=26.6, median queries=7.0
762: attack success rate=99.8%, average queries=26.6, median queries=7.0
763: attack success rate=99.8%, average queries=26.6, median queries=7.0
764: attack success rate=99.8%, average queries=26.6, median queries=7.0
765: attack success rate=99.8%, average queries=26.6, median queries=7.0
766: attack success rate=99.8%, average queries=26.6, median queries=7.0
767: attack success rate=99.8%, average queries=26.6, median queries=7.0
768: attack success rate=99.8%, average queries=26.6, median queries=7.0
769: attack success rate=99.8%, average queries=26.6, median queries=7.0
770: attack success rate=99.8%, average queries=26.6, median queries=7.0
771: attack success rate=99.8%, average queries=26.6, median queries=7.0
772: attack success rate=99.8%, average queries=26.6, median queries=7.0
773: attack success rate=99.8%, average queries=26.6, median queries=7.0
774: attack success rate=99.8%, average queries=26.6, median queries=7.0
775: attack success rate=99.8%, average queries=26.6, median queries=7.0
776: attack success rate=99.8%, average queries=26.6, median queries=7.0
777: attack success rate=99.8%, average queries=26.6, median queries=7.0
778: attack success rate=99.8%, average queries=26.6, median queries=7.0
779: attack success rate=99.8%, average queries=26.6, median queries=7.0
780: attack success rate=99.8%, average queries=26.6, median queries=7.0
781: attack success rate=99.8%, average queries=26.6, median queries=7.0
782: attack success rate=99.8%, average queries=26.6, median queries=7.0
783: attack success rate=99.8%, average queries=26.6, median queries=7.0
784: attack success rate=99.8%, average queries=26.6, median queries=7.0
785: attack success rate=99.8%, average queries=26.6, median queries=7.0
786: attack success rate=99.8%, average queries=26.6, median queries=7.0
787: attack success rate=99.8%, average queries=26.6, median queries=7.0
788: attack success rate=99.8%, average queries=26.6, median queries=7.0
789: attack success rate=99.8%, average queries=26.6, median queries=7.0
790: attack success rate=99.8%, average queries=26.6, median queries=7.0
791: attack success rate=99.8%, average queries=26.6, median queries=7.0
792: attack success rate=99.8%, average queries=26.6, median queries=7.0
793: attack success rate=99.8%, average queries=26.6, median queries=7.0
794: attack success rate=99.8%, average queries=26.6, median queries=7.0
795: attack success rate=99.8%, average queries=26.6, median queries=7.0
796: attack success rate=99.8%, average queries=26.6, median queries=7.0
797: attack success rate=99.8%, average queries=26.6, median queries=7.0
798: attack success rate=99.8%, average queries=26.6, median queries=7.0
799: attack success rate=99.8%, average queries=26.6, median queries=7.0
800: attack success rate=99.8%, average queries=26.6, median queries=7.0
801: attack success rate=99.8%, average queries=26.6, median queries=7.0
802: attack success rate=99.8%, average queries=26.6, median queries=7.0
803: attack success rate=99.8%, average queries=26.6, median queries=7.0
804: attack success rate=99.8%, average queries=26.6, median queries=7.0
805: attack success rate=99.8%, average queries=26.6, median queries=7.0
806: attack success rate=99.8%, average queries=26.6, median queries=7.0
807: attack success rate=99.8%, average queries=26.6, median queries=7.0
808: attack success rate=99.8%, average queries=26.6, median queries=7.0
809: attack success rate=99.8%, average queries=26.6, median queries=7.0
810: attack success rate=99.8%, average queries=26.6, median queries=7.0
811: attack success rate=99.8%, average queries=26.6, median queries=7.0
812: attack success rate=99.8%, average queries=26.6, median queries=7.0
813: attack success rate=99.8%, average queries=26.6, median queries=7.0
814: attack success rate=99.8%, average queries=26.6, median queries=7.0
815: attack success rate=99.8%, average queries=26.6, median queries=7.0
816: attack success rate=99.8%, average queries=26.6, median queries=7.0
817: attack success rate=99.8%, average queries=26.6, median queries=7.0
818: attack success rate=99.8%, average queries=26.6, median queries=7.0
819: attack success rate=99.8%, average queries=26.6, median queries=7.0
820: attack success rate=99.8%, average queries=26.6, median queries=7.0
821: attack success rate=99.8%, average queries=26.6, median queries=7.0
822: attack success rate=99.8%, average queries=26.6, median queries=7.0
823: attack success rate=99.8%, average queries=26.6, median queries=7.0
824: attack success rate=99.8%, average queries=26.6, median queries=7.0
825: attack success rate=99.8%, average queries=26.6, median queries=7.0
826: attack success rate=99.8%, average queries=26.6, median queries=7.0
827: attack success rate=99.8%, average queries=26.6, median queries=7.0
828: attack success rate=99.8%, average queries=26.6, median queries=7.0
829: attack success rate=99.8%, average queries=26.6, median queries=7.0
830: attack success rate=99.8%, average queries=26.6, median queries=7.0
831: attack success rate=99.8%, average queries=26.6, median queries=7.0
832: attack success rate=99.8%, average queries=26.6, median queries=7.0
833: attack success rate=99.8%, average queries=26.6, median queries=7.0
834: attack success rate=99.8%, average queries=26.6, median queries=7.0
835: attack success rate=99.8%, average queries=26.6, median queries=7.0
836: attack success rate=99.8%, average queries=26.6, median queries=7.0
837: attack success rate=99.8%, average queries=26.6, median queries=7.0
838: attack success rate=99.8%, average queries=26.6, median queries=7.0
839: attack success rate=99.8%, average queries=26.6, median queries=7.0
840: attack success rate=99.8%, average queries=26.6, median queries=7.0
841: attack success rate=99.8%, average queries=26.6, median queries=7.0
842: attack success rate=99.8%, average queries=26.6, median queries=7.0
843: attack success rate=99.8%, average queries=26.6, median queries=7.0
844: attack success rate=99.8%, average queries=26.6, median queries=7.0
845: attack success rate=99.8%, average queries=26.6, median queries=7.0
846: attack success rate=99.8%, average queries=26.6, median queries=7.0
847: attack success rate=99.8%, average queries=26.6, median queries=7.0
848: attack success rate=99.8%, average queries=26.6, median queries=7.0
849: attack success rate=99.8%, average queries=26.6, median queries=7.0
850: attack success rate=99.8%, average queries=26.6, median queries=7.0
851: attack success rate=99.8%, average queries=26.6, median queries=7.0
852: attack success rate=99.8%, average queries=26.6, median queries=7.0
853: attack success rate=99.8%, average queries=26.6, median queries=7.0
854: attack success rate=99.8%, average queries=26.6, median queries=7.0
855: attack success rate=99.8%, average queries=26.6, median queries=7.0
856: attack success rate=99.8%, average queries=26.6, median queries=7.0
857: attack success rate=99.8%, average queries=26.6, median queries=7.0
858: attack success rate=99.8%, average queries=26.6, median queries=7.0
859: attack success rate=99.8%, average queries=26.6, median queries=7.0
860: attack success rate=99.9%, average queries=27.5, median queries=7.0
861: attack success rate=99.9%, average queries=27.5, median queries=7.0
862: attack success rate=99.9%, average queries=27.5, median queries=7.0
863: attack success rate=99.9%, average queries=27.5, median queries=7.0
864: attack success rate=99.9%, average queries=27.5, median queries=7.0
865: attack success rate=99.9%, average queries=27.5, median queries=7.0
866: attack success rate=99.9%, average queries=27.5, median queries=7.0
867: attack success rate=99.9%, average queries=27.5, median queries=7.0
868: attack success rate=99.9%, average queries=27.5, median queries=7.0
869: attack success rate=99.9%, average queries=27.5, median queries=7.0
870: attack success rate=99.9%, average queries=27.5, median queries=7.0
871: attack success rate=99.9%, average queries=27.5, median queries=7.0
872: attack success rate=99.9%, average queries=27.5, median queries=7.0
873: attack success rate=99.9%, average queries=27.5, median queries=7.0
874: attack success rate=99.9%, average queries=27.5, median queries=7.0
875: attack success rate=99.9%, average queries=27.5, median queries=7.0
876: attack success rate=99.9%, average queries=27.5, median queries=7.0
877: attack success rate=99.9%, average queries=27.5, median queries=7.0
878: attack success rate=99.9%, average queries=27.5, median queries=7.0
879: attack success rate=99.9%, average queries=27.5, median queries=7.0
880: attack success rate=99.9%, average queries=27.5, median queries=7.0
881: attack success rate=99.9%, average queries=27.5, median queries=7.0
882: attack success rate=99.9%, average queries=27.5, median queries=7.0
883: attack success rate=99.9%, average queries=27.5, median queries=7.0
884: attack success rate=99.9%, average queries=27.5, median queries=7.0
885: attack success rate=99.9%, average queries=27.5, median queries=7.0
886: attack success rate=99.9%, average queries=27.5, median queries=7.0
887: attack success rate=99.9%, average queries=27.5, median queries=7.0
888: attack success rate=99.9%, average queries=27.5, median queries=7.0
889: attack success rate=99.9%, average queries=27.5, median queries=7.0
890: attack success rate=99.9%, average queries=27.5, median queries=7.0
891: attack success rate=99.9%, average queries=27.5, median queries=7.0
892: attack success rate=99.9%, average queries=27.5, median queries=7.0
893: attack success rate=99.9%, average queries=27.5, median queries=7.0
894: attack success rate=99.9%, average queries=27.5, median queries=7.0
895: attack success rate=99.9%, average queries=27.5, median queries=7.0
896: attack success rate=99.9%, average queries=27.5, median queries=7.0
897: attack success rate=99.9%, average queries=27.5, median queries=7.0
898: attack success rate=99.9%, average queries=27.5, median queries=7.0
899: attack success rate=99.9%, average queries=27.5, median queries=7.0
900: attack success rate=99.9%, average queries=27.5, median queries=7.0
901: attack success rate=99.9%, average queries=27.5, median queries=7.0
902: attack success rate=99.9%, average queries=27.5, median queries=7.0
903: attack success rate=99.9%, average queries=27.5, median queries=7.0
904: attack success rate=99.9%, average queries=27.5, median queries=7.0
905: attack success rate=99.9%, average queries=27.5, median queries=7.0
906: attack success rate=99.9%, average queries=27.5, median queries=7.0
907: attack success rate=99.9%, average queries=27.5, median queries=7.0
908: attack success rate=99.9%, average queries=27.5, median queries=7.0
909: attack success rate=99.9%, average queries=27.5, median queries=7.0
910: attack success rate=99.9%, average queries=27.5, median queries=7.0
911: attack success rate=99.9%, average queries=27.5, median queries=7.0
912: attack success rate=99.9%, average queries=27.5, median queries=7.0
913: attack success rate=99.9%, average queries=27.5, median queries=7.0
914: attack success rate=99.9%, average queries=27.5, median queries=7.0
915: attack success rate=99.9%, average queries=27.5, median queries=7.0
916: attack success rate=99.9%, average queries=27.5, median queries=7.0
917: attack success rate=99.9%, average queries=27.5, median queries=7.0
918: attack success rate=99.9%, average queries=27.5, median queries=7.0
919: attack success rate=99.9%, average queries=27.5, median queries=7.0
920: attack success rate=99.9%, average queries=27.5, median queries=7.0
921: attack success rate=99.9%, average queries=27.5, median queries=7.0
922: attack success rate=99.9%, average queries=27.5, median queries=7.0
923: attack success rate=99.9%, average queries=27.5, median queries=7.0
924: attack success rate=99.9%, average queries=27.5, median queries=7.0
925: attack success rate=99.9%, average queries=27.5, median queries=7.0
926: attack success rate=99.9%, average queries=27.5, median queries=7.0
927: attack success rate=99.9%, average queries=27.5, median queries=7.0
928: attack success rate=99.9%, average queries=27.5, median queries=7.0
929: attack success rate=99.9%, average queries=27.5, median queries=7.0
930: attack success rate=99.9%, average queries=27.5, median queries=7.0
931: attack success rate=99.9%, average queries=27.5, median queries=7.0
932: attack success rate=99.9%, average queries=27.5, median queries=7.0
933: attack success rate=99.9%, average queries=27.5, median queries=7.0
934: attack success rate=99.9%, average queries=27.5, median queries=7.0
935: attack success rate=99.9%, average queries=27.5, median queries=7.0
936: attack success rate=99.9%, average queries=27.5, median queries=7.0
937: attack success rate=99.9%, average queries=27.5, median queries=7.0
938: attack success rate=99.9%, average queries=27.5, median queries=7.0
939: attack success rate=99.9%, average queries=27.5, median queries=7.0
940: attack success rate=99.9%, average queries=27.5, median queries=7.0
941: attack success rate=99.9%, average queries=27.5, median queries=7.0
942: attack success rate=99.9%, average queries=27.5, median queries=7.0
943: attack success rate=99.9%, average queries=27.5, median queries=7.0
944: attack success rate=99.9%, average queries=27.5, median queries=7.0
945: attack success rate=99.9%, average queries=27.5, median queries=7.0
946: attack success rate=99.9%, average queries=27.5, median queries=7.0
947: attack success rate=99.9%, average queries=27.5, median queries=7.0
948: attack success rate=99.9%, average queries=27.5, median queries=7.0
949: attack success rate=99.9%, average queries=27.5, median queries=7.0
950: attack success rate=99.9%, average queries=27.5, median queries=7.0
951: attack success rate=99.9%, average queries=27.5, median queries=7.0
952: attack success rate=99.9%, average queries=27.5, median queries=7.0
953: attack success rate=99.9%, average queries=27.5, median queries=7.0
954: attack success rate=99.9%, average queries=27.5, median queries=7.0
